TableName,AttributeName,AttributeValue,AttributeType
AuxiliaryLocAccessibleDCS,GraphicalStyleName,Auxiliary Loc Accessible DCS Style,PnPGraphical
AuxiliaryLocAccessibleDiscreteInstrument,BitwiseFlagValue,3,PnPClassFlagType
AuxiliaryLocAccessibleDiscreteInstrument,DisplayName,Aux Accessible Discrete Instrument,PnPClassDisplayName
AuxiliaryLocAccessibleDiscreteInstrument,GraphicalStyleName,Auxiliary Loc Accessible Discrete Instrument Style,PnPGraphical
AuxiliaryLocAccessiblePLC,BitwiseFlagValue,3,PnPClassFlagType
AuxiliaryLocAccessiblePLC,DisplayName,Aux Accessible PLC,PnPClassDisplayName
AuxiliaryLocAccessiblePLC,GraphicalStyleName,Auxiliary Loc Accessible PLC Style,PnPGraphical
AuxiliaryLocInaccessibleDCS,BitwiseFlagValue,3,PnPClassFlagType
AuxiliaryLocInaccessibleDCS,DisplayName,Aux Inaccessible DCS,PnPClassDisplayName
AuxiliaryLocInaccessibleDCS,GraphicalStyleName,Auxiliary Loc Inaccessible DCS Style,PnPGraphical
AuxiliaryLocInaccessibleDiscreteInstrument,BitwiseFlagValue,3,PnPClassFlagType
AuxiliaryLocInaccessibleDiscreteInstrument,DisplayName,Aux Inaccessible Discrete Instrument,PnPClassDisplayName
AuxiliaryLocInaccessibleDiscreteInstrument,GraphicalStyleName,Auxiliary Loc Inaccessible Discrete Instrument Style,PnPGraphical
AuxiliaryLocInaccessiblePLC,BitwiseFlagValue,3,PnPClassFlagType
AuxiliaryLocInaccessiblePLC,DisplayName,Aux Inaccessible PLC,PnPClassDisplayName
AuxiliaryLocInaccessiblePLC,GraphicalStyleName,Auxiliary Loc Inaccessible PLC Style,PnPGraphical
FieldMountedComputer,BitwiseFlagValue,4,PnPClassFlagType
FieldMountedComputer,DisplayName,Field Mounted Computer,PnPClassDisplayName
FieldMountedDCS,BitwiseFlagValue,3,PnPClassFlagType
FieldMountedDCS,DisplayName,Field DCS,PnPClassDisplayName
FieldMountedDCS,GraphicalStyleName,LA1,PnPGraphical
FieldMountedDiscreteHardwareInterlock,BitwiseFlagValue,3,PnPClassFlagType
FieldMountedDiscreteHardwareInterlock,DisplayName,Discrete Hardware Interlock,PnPClassDisplayName
FieldMountedDiscreteHardwareInterlock,GraphicalStyleName,Field Mounted Discrete Hardware Interlock Style,PnPGraphical
FieldMountedDiscreteInstrument,BitwiseFlagValue,3,PnPClassFlagType
FieldMountedDiscreteInstrument,DisplayName,Field Discrete Instrument,PnPClassDisplayName
FieldMountedDiscreteInstrument,GraphicalStyleName,Field Mounted Discrete Instrument Style,PnPGraphical
FieldMountedPLC,BitwiseFlagValue,3,PnPClassFlagType
FieldMountedPLC,DisplayName,Field PLC,PnPClassDisplayName
FieldMountedPLC,GraphicalStyleName,Field Mounted PLC Style,PnPGraphical
PrimaryComputer,BitwiseFlagValue,4,PnPClassFlagType
PrimaryComputer,DisplayName,Primary Computer,PnPClassDisplayName
PrimaryInaccessibleComputer,BitwiseFlagValue,4,PnPClassFlagType
PrimaryInaccessibleComputer,DisplayName,Primary Inaccessible Computer,PnPClassDisplayName
PrimaryLocAccessibleDCS,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocAccessibleDCS,DisplayName,Primary Accessible DCS,PnPClassDisplayName
PrimaryLocAccessibleDCS,GraphicalStyleName,Primary Loc Accessible DCS Style,PnPGraphical
PrimaryLocAccessibleDiscreteInstrument,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocAccessibleDiscreteInstrument,DisplayName,Primary Accessible Discrete Instrument,PnPClassDisplayName
PrimaryLocAccessibleDiscreteInstrument,GraphicalStyleName,Primary Loc Accessible Discrete Instrument Style,PnPGraphical
PrimaryLocAccessiblePLC,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocAccessiblePLC,DisplayName,Primary Accessible PLC,PnPClassDisplayName
PrimaryLocAccessiblePLC,GraphicalStyleName,Primary Loc Accessible PLC Style,PnPGraphical
PrimaryLocInaccessibleDCS,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocInaccessibleDCS,DisplayName,Primary Inaccessible DCS,PnPClassDisplayName
PrimaryLocInaccessibleDCS,GraphicalStyleName,Primary Loc Inaccessible DCS Style,PnPGraphical
PrimaryLocInaccessibleDiscreteInstrument,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocInaccessibleDiscreteInstrument,DisplayName,Primary Inaccessible Discrete Instrument,PnPClassDisplayName
PrimaryLocInaccessibleDiscreteInstrument,GraphicalStyleName,Primary Loc Inaccessible Discrete Instrument Style,PnPGraphical
PrimaryLocInaccessiblePLC,BitwiseFlagValue,3,PnPClassFlagType
PrimaryLocInaccessiblePLC,DisplayName,Primary Inaccessible PLC,PnPClassDisplayName
PrimaryLocInaccessiblePLC,GraphicalStyleName,Primary Loc Inaccessible PLC Style,PnPGraphical
InlineInstruments,AnnotationStyleName,Field Mounted Discrete Instrument Style,PnPAnnotation
InlineInstruments,BitwiseFlagValue,3,PnPClassFlagType
InlineInstruments,DisplayName,Inline Instruments,PnPClassDisplayName
InlineInstruments,GraphicalStyleName,Inline Instruments Style,PnPGraphical
InlineInstruments,HasFlowDirection,false,PnPClassBooleanType
AveragingPitotTube,BitwiseFlagValue,3,PnPClassFlagType
AveragingPitotTube,DisplayName,Averaging Pitot Tube,PnPClassDisplayName
AveragingPitotTube,GraphicalStyleName,Averaging Pitot Tube Style,PnPGraphical
AveragingPitotTube,HasFlowDirection,false,PnPClassBooleanType
ControlValve,BitwiseFlagValue,3,PnPClassFlagType
ControlValve,DisplayName,Control Valve,PnPClassDisplayName
ControlValve,GraphicalStyleName,Control Valve Style,PnPGraphical
ControlValve,HasFlowDirection,false,PnPClassBooleanType
CornerTap,BitwiseFlagValue,4,PnPClassFlagType
CornerTap,DisplayName,Corner Tap,PnPClassDisplayName
CornerTap,HasFlowDirection,false,PnPClassBooleanType
ElementWithInternalTransmitter,BitwiseFlagValue,0,PnPClassFlagType
ElementWithInternalTransmitter,DisplayName,Element With Internal Transmitter,PnPClassDisplayName
ElementWithInternalTransmitter,HasFlowDirection,false,PnPClassBooleanType
ElementWithTransmitter,BitwiseFlagValue,0,PnPClassFlagType
ElementWithTransmitter,DisplayName,Element With Transmitter,PnPClassDisplayName
ElementWithTransmitter,HasFlowDirection,false,PnPClassBooleanType
FloatTypeLevelIndicator,BitwiseFlagValue,4,PnPClassFlagType
FloatTypeLevelIndicator,DisplayName,Float Type Level Indicator,PnPClassDisplayName
FloatTypeLevelIndicator,GraphicalStyleName,ChangeMeStye,PnPGraphical
FloatTypeLevelIndicator,HasFlowDirection,false,PnPClassBooleanType
FlowConditioningDevice,BitwiseFlagValue,3,PnPClassFlagType
FlowConditioningDevice,DisplayName,Flow Conditioning Device,PnPClassDisplayName
FlowConditioningDevice,GraphicalStyleName,Flow Conditioning Device Style,PnPGraphical
FlowConditioningDevice,HasFlowDirection,false,PnPClassBooleanType
FlowElement,BitwiseFlagValue,0,PnPClassFlagType
FlowElement,DisplayName,Flow Element,PnPClassDisplayName
FlowElement,HasFlowDirection,false,PnPClassBooleanType
FlowNozzle,BitwiseFlagValue,3,PnPClassFlagType
FlowNozzle,DisplayName,Flow Nozzle,PnPClassDisplayName
FlowNozzle,GraphicalStyleName,Flow Nozzle Style,PnPGraphical
FlowNozzle,HasFlowDirection,true,PnPClassBooleanType
FlowSwitch,BitwiseFlagValue,0,PnPClassFlagType
FlowSwitch,DisplayName,Flow Switch,PnPClassDisplayName
FlowSwitch,HasFlowDirection,false,PnPClassBooleanType
Flume,BitwiseFlagValue,3,PnPClassFlagType
Flume,DisplayName,Flume,PnPClassDisplayName
Flume,GraphicalStyleName,Flume Style,PnPGraphical
Flume,HasFlowDirection,false,PnPClassBooleanType
Glass,BitwiseFlagValue,0,PnPClassFlagType
Glass,DisplayName,Glass,PnPClassDisplayName
Glass,HasFlowDirection,false,PnPClassBooleanType
InstrumentWell,BitwiseFlagValue,4,PnPClassFlagType
InstrumentWell,DisplayName,Instrument Well,PnPClassDisplayName
InstrumentWell,HasFlowDirection,false,PnPClassBooleanType
Magnetic,BitwiseFlagValue,3,PnPClassFlagType
Magnetic,DisplayName,Magnetic,PnPClassDisplayName
Magnetic,GraphicalStyleName,Magnetic Style,PnPGraphical
Magnetic,HasFlowDirection,false,PnPClassBooleanType
Orifice,BitwiseFlagValue,3,PnPClassFlagType
Orifice,DisplayName,Restriction Orifice,PnPClassDisplayName
Orifice,GraphicalStyleName,Orifice Style,PnPGraphical
Orifice,HasFlowDirection,false,PnPBooleanType
OrificeInQuickChangeFitting,BitwiseFlagValue,3,PnPClassFlagType
OrificeInQuickChangeFitting,DisplayName,Orifice in Quick Change Fitting,PnPClassDisplayName
OrificeInQuickChangeFitting,GraphicalStyleName,Orifice In Quick Change Fitting Style,PnPGraphical
OrificeInQuickChangeFitting,HasFlowDirection,false,PnPClassBooleanType
PitotTube,BitwiseFlagValue,3,PnPClassFlagType
PitotTube,DisplayName,Pitot Tube,PnPClassDisplayName
PitotTube,GraphicalStyleName,Pitot Tube Style,PnPGraphical
PitotTube,HasFlowDirection,false,PnPClassBooleanType
PositiveDisplacement,BitwiseFlagValue,3,PnPClassFlagType
PositiveDisplacement,DisplayName,Positive Displacement,PnPClassDisplayName
PositiveDisplacement,GraphicalStyleName,Positive Displacement Style,PnPGraphical
PositiveDisplacement,HasFlowDirection,false,PnPClassBooleanType
ReliefValves,BitwiseFlagValue,3,PnPClassFlagType
ReliefValves,DisplayName,Relief Valves,PnPClassDisplayName
ReliefValves,GraphicalStyleName,Relief Valves Style,PnPGraphical
ReliefValves,HasFlowDirection,false,PnPClassBooleanType
AngleSafetyValve,BitwiseFlagValue,8,PnPClassFlagType
AngleSafetyValve,DisplayName,Angle Safety Valve,PnPClassDisplayName
AngleSafetyValve,HasFlowDirection,false,PnPClassBooleanType
AngleSpringSafetyValve,BitwiseFlagValue,8,PnPClassFlagType
AngleSpringSafetyValve,DisplayName,Angle Spring Safety Valve,PnPClassDisplayName
AngleSpringSafetyValve,HasFlowDirection,false,PnPClassBooleanType
PilotOperatedReliefValve,BitwiseFlagValue,7,PnPClassFlagType
PilotOperatedReliefValve,DisplayName,Pilot Operated Relief Valve,PnPClassDisplayName
PilotOperatedReliefValve,GraphicalStyleName,PilotOperatedReliefValve Style,PnPGraphical
PilotOperatedReliefValve,HasFlowDirection,false,PnPClassBooleanType
PressureAndVacuumReliefValve,BitwiseFlagValue,3,PnPClassFlagType
PressureAndVacuumReliefValve,DisplayName,Pressure and Vacuum Relief Valve,PnPClassDisplayName
PressureAndVacuumReliefValve,GraphicalStyleName,Pressure And Vacuum Relief Valve Style,PnPGraphical
PressureAndVacuumReliefValve,HasFlowDirection,false,PnPClassBooleanType
PressureReliefManholeCover,BitwiseFlagValue,4,PnPClassFlagType
PressureReliefManholeCover,DisplayName,Pressure Relief Manhole Cover,PnPClassDisplayName
PressureReliefManholeCover,HasFlowDirection,false,PnPClassBooleanType
PressureReliefValve,BitwiseFlagValue,3,PnPClassFlagType
PressureReliefValve,DisplayName,Pressure Relief Valve,PnPClassDisplayName
PressureReliefValve,GraphicalStyleName,Pressure Relief Valve Style,PnPGraphical
PressureReliefValve,HasFlowDirection,false,PnPClassBooleanType
PressureReliefValveWithSolenoid,BitwiseFlagValue,4,PnPClassFlagType
PressureReliefValveWithSolenoid,DisplayName,Pressure Relief Valve With Solenoid,PnPClassDisplayName
PressureReliefValveWithSolenoid,GraphicalStyleName,ChangeMeStye,PnPGraphical
PressureReliefValveWithSolenoid,HasFlowDirection,false,PnPClassBooleanType
RuptureDisc,BitwiseFlagValue,0,PnPClassFlagType
RuptureDisc,DisplayName,Rupture Disk,PnPClassDisplayName
RuptureDisc,HasFlowDirection,false,PnPClassBooleanType
RuptureDiscForPressureRelief,BitwiseFlagValue,3,PnPClassFlagType
RuptureDiscForPressureRelief,DisplayName,Rupture Disc For Pressure Relief,PnPClassDisplayName
RuptureDiscForPressureRelief,GraphicalStyleName,Rupture Disc For Pressure Relief Style,PnPGraphical
RuptureDiscForPressureRelief,HasFlowDirection,false,PnPClassBooleanType
RuptureDiscForVacuumRelief,BitwiseFlagValue,3,PnPClassFlagType
RuptureDiscForVacuumRelief,DisplayName,Rupture Disc For Vacuum Relief,PnPClassDisplayName
RuptureDiscForVacuumRelief,GraphicalStyleName,Rupture Disc For Vacuum Relief Style,PnPGraphical
RuptureDiscForVacuumRelief,HasFlowDirection,false,PnPClassBooleanType
SafetyValve,BitwiseFlagValue,0,PnPClassFlagType
SafetyValve,DisplayName,Safety Valve,PnPClassDisplayName
SafetyValve,HasFlowDirection,false,PnPClassBooleanType
VacuumReliefValve,BitwiseFlagValue,3,PnPClassFlagType
VacuumReliefValve,DisplayName,Vacuum Relief Valve,PnPClassDisplayName
VacuumReliefValve,GraphicalStyleName,Vacuum Relief Valve Style,PnPGraphical
VacuumReliefValve,HasFlowDirection,false,PnPClassBooleanType
RestrictionOrifice,BitwiseFlagValue,0,PnPClassFlagType
RestrictionOrifice,DisplayName,Restriction Orifice,PnPClassDisplayName
RestrictionOrifice,HasFlowDirection,false,PnPClassBooleanType
Rotameter,BitwiseFlagValue,3,PnPClassFlagType
Rotameter,DisplayName,Rotameter,PnPClassDisplayName
Rotameter,GraphicalStyleName,Rotameter Style,PnPGraphical
Rotameter,HasFlowDirection,true,PnPClassBooleanType
RotameterWithIntegralValve,BitwiseFlagValue,3,PnPClassFlagType
RotameterWithIntegralValve,DisplayName,Integral Valve Rotameter,PnPClassDisplayName
RotameterWithIntegralValve,GraphicalStyleName,Rotameter With Integral Valve Style,PnPGraphical
RotameterWithIntegralValve,HasFlowDirection,true,PnPBooleanType
SurfaceMountedTemperatureSensor,BitwiseFlagValue,4,PnPClassFlagType
SurfaceMountedTemperatureSensor,DisplayName,Surface Mounted Temperature Sensor,PnPClassDisplayName
SurfaceMountedTemperatureSensor,GraphicalStyleName,ChangeMeStye,PnPGraphical
SurfaceMountedTemperatureSensor,HasFlowDirection,false,PnPClassBooleanType
Target,BitwiseFlagValue,3,PnPClassFlagType
Target,DisplayName,Target,PnPClassDisplayName
Target,GraphicalStyleName,Target Style,PnPGraphical
Target,HasFlowDirection,false,PnPClassBooleanType
TurbineOrPropeller,BitwiseFlagValue,3,PnPClassFlagType
TurbineOrPropeller,DisplayName,Turbine,PnPClassDisplayName
TurbineOrPropeller,GraphicalStyleName,Turbine Or Propeller Style,PnPGraphical
TurbineOrPropeller,HasFlowDirection,true,PnPClassBooleanType
Ultrasonic,BitwiseFlagValue,3,PnPClassFlagType
Ultrasonic,DisplayName,Ultrasonic,PnPClassDisplayName
Ultrasonic,GraphicalStyleName,Ultrasonic Style,PnPGraphical
Ultrasonic,HasFlowDirection,false,PnPClassBooleanType
Venturi,BitwiseFlagValue,3,PnPClassFlagType
Venturi,DisplayName,Venturi,PnPClassDisplayName
Venturi,GraphicalStyleName,Venturi Style,PnPGraphical
Venturi,HasFlowDirection,true,PnPClassBooleanType
VolumeMeter,BitwiseFlagValue,8,PnPClassFlagType
VolumeMeter,DisplayName,Volume Meter,PnPClassDisplayName
VolumeMeter,HasFlowDirection,false,PnPClassBooleanType
Vortex,BitwiseFlagValue,3,PnPClassFlagType
Vortex,DisplayName,Vortex,PnPClassDisplayName
Vortex,GraphicalStyleName,Vortex Style,PnPGraphical
Vortex,HasFlowDirection,false,PnPClassBooleanType
WedgeMeter,BitwiseFlagValue,3,PnPClassFlagType
WedgeMeter,DisplayName,Wedge Meter,PnPClassDisplayName
WedgeMeter,GraphicalStyleName,Wedge Meter Style,PnPGraphical
WedgeMeter,HasFlowDirection,false,PnPClassBooleanType
Weir,BitwiseFlagValue,3,PnPClassFlagType
Weir,DisplayName,Weir,PnPClassDisplayName
Weir,GraphicalStyleName,Weir Style,PnPGraphical
Weir,HasFlowDirection,false,PnPClassBooleanType
Controller,BitwiseFlagValue,1,PnPClassFlagType
Controller,DisplayName,Controller,PnPClassDisplayName
Controller,HasFlowDirection,false,PnPClassBooleanType
SignalLamp,BitwiseFlagValue,1,PnPClassFlagType
SignalLamp,DisplayName,Signal Lamp,PnPClassDisplayName
SignalLamp,HasFlowDirection,false,PnPClassBooleanType
AcousticSignal,BitwiseFlagValue,1,PnPClassFlagType
AcousticSignal,DisplayName,Acoustic Signal,PnPClassDisplayName
AcousticSignal,HasFlowDirection,false,PnPClassBooleanType
TelevisionCamera,BitwiseFlagValue,1,PnPClassFlagType
TelevisionCamera,DisplayName,Television Camera,PnPClassDisplayName
TelevisionCamera,HasFlowDirection,false,PnPClassBooleanType
Fault,BitwiseFlagValue,1,PnPClassFlagType
Fault,DisplayName,Fault,PnPClassDisplayName
Fault,HasFlowDirection,false,PnPClassBooleanType
EliminationOfFault,BitwiseFlagValue,1,PnPClassFlagType
EliminationOfFault,DisplayName,Elimination Of Fault,PnPClassDisplayName
EliminationOfFault,HasFlowDirection,false,PnPClassBooleanType
MeasuredValueIndicatorAnalogous,BitwiseFlagValue,1,PnPClassFlagType
MeasuredValueIndicatorAnalogous,DisplayName,Measured Value Indicator Analogous,PnPClassDisplayName
MeasuredValueIndicatorAnalogous,HasFlowDirection,false,PnPClassBooleanType
MeasuredValueIndicatorAnalogousZeroAtCentre,BitwiseFlagValue,1,PnPClassFlagType
MeasuredValueIndicatorAnalogousZeroAtCentre,DisplayName,Measured Value Indicator Analogous Zero At Centre,PnPClassDisplayName
MeasuredValueIndicatorAnalogousZeroAtCentre,HasFlowDirection,false,PnPClassBooleanType
MeasuredValueIndicatorAnalogousNegativeRange,BitwiseFlagValue,1,PnPClassFlagType
MeasuredValueIndicatorAnalogousNegativeRange,DisplayName,Measured Value Indicator Analogous Negative Range,PnPClassDisplayName
MeasuredValueIndicatorAnalogousNegativeRange,HasFlowDirection,false,PnPClassBooleanType
MeasuredValueIndicatorDigital,BitwiseFlagValue,1,PnPClassFlagType
MeasuredValueIndicatorDigital,DisplayName,Measured Value Indicator Digital,PnPClassDisplayName
MeasuredValueIndicatorDigital,HasFlowDirection,false,PnPClassBooleanType
Recorder,BitwiseFlagValue,1,PnPClassFlagType
Recorder,DisplayName,Recorder,PnPClassDisplayName
Recorder,HasFlowDirection,false,PnPClassBooleanType
GeneralCounter,BitwiseFlagValue,1,PnPClassFlagType
GeneralCounter,DisplayName,General Counter,PnPClassDisplayName
GeneralCounter,HasFlowDirection,false,PnPClassBooleanType
Limiter,BitwiseFlagValue,1,PnPClassFlagType
Limiter,DisplayName,Limiter,PnPClassDisplayName
Limiter,HasFlowDirection,false,PnPClassBooleanType
MaximumValueLimiter,BitwiseFlagValue,1,PnPClassFlagType
MaximumValueLimiter,DisplayName,Maximum Value Limiter,PnPClassDisplayName
MaximumValueLimiter,HasFlowDirection,false,PnPClassBooleanType
MinimumValueLimiter,BitwiseFlagValue,1,PnPClassFlagType
MinimumValueLimiter,DisplayName,Minimum Value Limiter,PnPClassDisplayName
MinimumValueLimiter,HasFlowDirection,false,PnPClassBooleanType
Adjuster,BitwiseFlagValue,1,PnPClassFlagType
Adjuster,DisplayName,Adjuster,PnPClassDisplayName
Adjuster,HasFlowDirection,false,PnPClassBooleanType
ChangeOverDevice,BitwiseFlagValue,1,PnPClassFlagType
ChangeOverDevice,DisplayName,Change Over Device,PnPClassDisplayName
ChangeOverDevice,HasFlowDirection,false,PnPClassBooleanType
LockingDevice,BitwiseFlagValue,1,PnPClassFlagType
LockingDevice,DisplayName,Locking Device,PnPClassDisplayName
LockingDevice,HasFlowDirection,false,PnPClassBooleanType
MainPulseIncrease,BitwiseFlagValue,1,PnPClassFlagType
MainPulseIncrease,DisplayName,Main Pulse Increase,PnPClassDisplayName
MainPulseIncrease,HasFlowDirection,false,PnPClassBooleanType
MainPulseDecrease,BitwiseFlagValue,1,PnPClassFlagType
MainPulseDecrease,DisplayName,Main Pulse Decrease,PnPClassDisplayName
MainPulseDecrease,HasFlowDirection,false,PnPClassBooleanType
LimitingPulseUpperLimitingValue,BitwiseFlagValue,1,PnPClassFlagType
LimitingPulseUpperLimitingValue,DisplayName,Limiting Pulse Upper Limiting Value,PnPClassDisplayName
LimitingPulseUpperLimitingValue,HasFlowDirection,false,PnPClassBooleanType
LimitingPulseLowerLimitingValue,BitwiseFlagValue,1,PnPClassFlagType
LimitingPulseLowerLimitingValue,DisplayName,Limiting Pulse Lower Limiting Value,PnPClassDisplayName
LimitingPulseLowerLimitingValue,HasFlowDirection,false,PnPClassBooleanType
LimitingPulseClosesUpperLimitingValue,BitwiseFlagValue,1,PnPClassFlagType
LimitingPulseClosesUpperLimitingValue,DisplayName,Limiting Pulse Closes Upper Limiting Value,PnPClassDisplayName
LimitingPulseClosesUpperLimitingValue,HasFlowDirection,false,PnPClassBooleanType
LimitingPulseClosesLowerLimitingValue,BitwiseFlagValue,1,PnPClassFlagType
LimitingPulseClosesLowerLimitingValue,DisplayName,Limiting Pulse Closes Lower Limiting Value,PnPClassDisplayName
LimitingPulseClosesLowerLimitingValue,HasFlowDirection,false,PnPClassBooleanType
FlowMeasurement,BitwiseFlagValue,1,PnPClassFlagType
FlowMeasurement,DisplayName,Flow Measurement,PnPClassDisplayName
FlowMeasurement,HasFlowDirection,false,PnPClassBooleanType
LevelMeasurement,BitwiseFlagValue,1,PnPClassFlagType
LevelMeasurement,DisplayName,Level Measurement,PnPClassDisplayName
LevelMeasurement,HasFlowDirection,false,PnPClassBooleanType
HumidityMeasurement,BitwiseFlagValue,1,PnPClassFlagType
HumidityMeasurement,DisplayName,Humidity Measurement,PnPClassDisplayName
HumidityMeasurement,HasFlowDirection,false,PnPClassBooleanType
PressureMeasurement,BitwiseFlagValue,1,PnPClassFlagType
PressureMeasurement,DisplayName,Pressure Measurement,PnPClassDisplayName
PressureMeasurement,HasFlowDirection,false,PnPClassBooleanType
pHValueMeasurement,BitwiseFlagValue,1,PnPClassFlagType
pHValueMeasurement,DisplayName,pH Value Measurement,PnPClassDisplayName
pHValueMeasurement,HasFlowDirection,false,PnPClassBooleanType
ConductivityMeasurement,BitwiseFlagValue,1,PnPClassFlagType
ConductivityMeasurement,DisplayName,Conductivity Measurement,PnPClassDisplayName
ConductivityMeasurement,HasFlowDirection,false,PnPClassBooleanType
RadiationMeasurement,BitwiseFlagValue,1,PnPClassFlagType
RadiationMeasurement,DisplayName,Radiation Measurement,PnPClassDisplayName
RadiationMeasurement,HasFlowDirection,false,PnPClassBooleanType
LuminousRadiationMeasurement,BitwiseFlagValue,1,PnPClassFlagType
LuminousRadiationMeasurement,DisplayName,Luminous Radiation Measurement,PnPClassDisplayName
LuminousRadiationMeasurement,HasFlowDirection,false,PnPClassBooleanType
IonizingradiationMeasurement,BitwiseFlagValue,1,PnPClassFlagType
IonizingradiationMeasurement,DisplayName,Ionizing Radiation Measurement,PnPClassDisplayName
IonizingradiationMeasurement,HasFlowDirection,false,PnPClassBooleanType
RotationalSpeedMeasurement,BitwiseFlagValue,1,PnPClassFlagType
RotationalSpeedMeasurement,DisplayName,Rotational Speed Measurement,PnPClassDisplayName
RotationalSpeedMeasurement,HasFlowDirection,false,PnPClassBooleanType
TemperatureMeasurement,BitwiseFlagValue,1,PnPClassFlagType
TemperatureMeasurement,DisplayName,Temperature Measurement,PnPClassDisplayName
TemperatureMeasurement,HasFlowDirection,false,PnPClassBooleanType
ExpansionMeasurement,BitwiseFlagValue,1,PnPClassFlagType
ExpansionMeasurement,DisplayName,Expansion Measurement,PnPClassDisplayName
ExpansionMeasurement,HasFlowDirection,false,PnPClassBooleanType
VibrationMeasurement,BitwiseFlagValue,1,PnPClassFlagType
VibrationMeasurement,DisplayName,Vibration Measurement,PnPClassDisplayName
VibrationMeasurement,HasFlowDirection,false,PnPClassBooleanType
DetectorIonizingRadiationCountingTube,BitwiseFlagValue,1,PnPClassFlagType
DetectorIonizingRadiationCountingTube,DisplayName,Detector Ionizing Radiation Counting Tube,PnPClassDisplayName
DetectorIonizingRadiationCountingTube,HasFlowDirection,false,PnPClassBooleanType
DetectorIonizingRadiationIonizationChamber,BitwiseFlagValue,1,PnPClassFlagType
DetectorIonizingRadiationIonizationChamber,DisplayName,DetectorIonizing Radiation Ionization Chamber,PnPClassDisplayName
DetectorIonizingRadiationIonizationChamber,HasFlowDirection,false,PnPClassBooleanType
Lines,AnnotationStyleName,Oval Tag Style,PnPAnnotation
Lines,BitwiseFlagValue,3,PnPClassFlagType
Lines,DisplayName,Lines,PnPClassDisplayName
Lines,GraphicalStyleName,Lines Style,PnPGraphical
PipeLines,AnnotationStyleName,Pipeline Tag,PnPAnnotation
PipeLines,BitwiseFlagValue,3,PnPClassFlagType
PipeLines,DisplayName,Pipe Line Segments,PnPClassDisplayName
PipeLines,GraphicalStyleName,Pipe Lines Style,PnPGraphical
PipeLines,TagFormatName,PipeCustomTag,PnPTagFormat
ExistingPrimary,BitwiseFlagValue,3,PnPClassFlagType
ExistingPrimary,DisplayName,Primary Line Segment - Existing,PnPClassDisplayName
ExistingPrimary,GraphicalStyleName,Existing Primary Style,PnPGraphical
ExistingSecondary,BitwiseFlagValue,3,PnPClassFlagType
ExistingSecondary,DisplayName,Secondary Line Segment - Existing,PnPClassDisplayName
ExistingSecondary,GraphicalStyleName,Existing Secondary Style,PnPGraphical
Jacketed,BitwiseFlagValue,15,PnPClassFlagType
Jacketed,DisplayName,Jacketed Pipe Segment,PnPClassDisplayName
Jacketed,GraphicalStyleName,Jacketed Style,PnPGraphical
NewPrimary,BitwiseFlagValue,3,PnPClassFlagType
NewPrimary,DisplayName,Primary Line Segment - New,PnPClassDisplayName
NewPrimary,GraphicalStyleName,New Primary Style,PnPGraphical
NewSecondary,BitwiseFlagValue,3,PnPClassFlagType
NewSecondary,DisplayName,Secondary Line Segment - New,PnPClassDisplayName
NewSecondary,GraphicalStyleName,New Secondary Style,PnPGraphical
Primary,BitwiseFlagValue,3,PnPClassFlagType
Primary,DisplayName,Primary Line Segment,PnPClassDisplayName
Primary,GraphicalStyleName,Primary Style,PnPGraphical
Secondary,BitwiseFlagValue,3,PnPClassFlagType
Secondary,DisplayName,Secondary Line Segment,PnPClassDisplayName
Secondary,GraphicalStyleName,Secondary Style,PnPGraphical
SignalLines,AnnotationStyleName,Tag,PnPAnnotation
SignalLines,BitwiseFlagValue,3,PnPClassFlagType
SignalLines,DisplayName,Signal Line Segments,PnPClassDisplayName
SignalLines,GraphicalStyleName,Signal Lines Style,PnPGraphical
SignalLines,TagFormatName,Signal Lines Tag [Comment],PnPTagFormat
CapillaryTube,BitwiseFlagValue,3,PnPClassFlagType
CapillaryTube,DisplayName,Capillary Tube,PnPClassDisplayName
CapillaryTube,GraphicalStyleName,Capillary Tube Style,PnPGraphical
Electrical,BitwiseFlagValue,3,PnPClassFlagType
Electrical,DisplayName,Electrical Signal Line,PnPClassDisplayName
Electrical,GraphicalStyleName,Electrical Style,PnPGraphical
ElectromagneticSignal,BitwiseFlagValue,7,PnPClassFlagType
ElectromagneticSignal,DisplayName,Electromagnetic Signal,PnPClassDisplayName
ElectromagneticSignal,GraphicalStyleName,ElectromagneticSignal,PnPGraphical
ElectromagneticSignalNotGuided,BitwiseFlagValue,4,PnPClassFlagType
ElectromagneticSignalNotGuided,DisplayName,Electromagnetic Signal (Not Guided),PnPClassDisplayName
ElectromagneticSignalNotGuided,GraphicalStyleName,ChangeMeStye,PnPGraphical
GeneralSignal,BitwiseFlagValue,0,PnPClassFlagType
GeneralSignal,DisplayName,General Signal,PnPClassDisplayName
Hydraulic,BitwiseFlagValue,3,PnPClassFlagType
Hydraulic,DisplayName,Hydraulic Signal Line,PnPClassDisplayName
Hydraulic,GraphicalStyleName,Hydraulic Style,PnPGraphical
Leader,BitwiseFlagValue,3,PnPClassFlagType
