TableName,PropertyName,PropertyType,IsObjectId,IsCounter,IsSystem,IsUnique,CheckConstraint,DefaultValue,Length,IsExpression,Expression
PipeInsulated,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
PulsationDamper,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
RemovableSpool,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
Siphon,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
SteamTrap,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
TemporaryStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
TTypeStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
VentCover,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
VentSilencer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
YTypeStrainer,PnPID,System.Int64,TRUE,FALSE,FALSE,FALSE,,,-1,FALSE,
